Link,has_discount,type,title
https://amzn.to/3B0VQmB,true,-54%,Jimmy Choo Eau De Parfum 3.3oz Spray
https://amzn.to/3XrjmRn,true,-44%,Lumary Smart Bird Feeder with Camera Solar Powered, 1080P HD AI Identify 10000+ Bird Species, Auto Capture Videos & Motion Detection, DIY Add-ons Hummingbird Feeder with 1.8L Capacity, Bird Lover Gift
